Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),8,1142,954,472
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Chateau St. Jean Winery,yes,52,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),8,818,547,420
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),0: All Day (12am-12am),4,2371,714,530
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,408,221,510
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,953,252,665
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,823,198,357
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),0: All Day (12am-12am),4,2212,826,496
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,478,296,510
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,841,244,795
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),4,725,234,340
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),8,2372,415,564
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),4,1142,256,622
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kenwood Vineyards,yes,350,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,818,112,390
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),0: All Day (12am-12am),8,2371,1116,475
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,408,111,324
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,953,629,484
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,823,337,560
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),5: Late PM (7pm-12am),0,125,26,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),0: All Day (12am-12am),4,2212,722,377
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,478,129,324
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4,841,396,360
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,725,177,615
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),12,2372,1903,623
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),4,1142,1098,705
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,818,648,542
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),3,181,55,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),0: All Day (12am-12am),0,2371,492,3570
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,823,162,3570
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),0: All Day (12am-12am),9,2371,798,584
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,953,480,592
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),4,823,253,558
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),0: All Day (12am-12am),4,2212,473,611
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4,841,272,611
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,725,154,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),13,2372,1457,570
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),4,1142,883,582
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,818,479,558
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),0: All Day (12am-12am),234,2371,15338,153
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),1: Early AM (12am-6am),5,63,392,123
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),2: Peak AM (6am-10am),14,408,3166,156
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),95,953,5221,156
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),104,823,4846,151
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),5: Late PM (7pm-12am),16,125,1713,165
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),0: All Day (12am-12am),195,2212,14949,155
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),1: Early AM (12am-6am),5,79,386,116
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),17,478,3705,179
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),77,841,4596,147
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),84,725,4764,159
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),14,89,1497,158
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),305,2372,15459,146
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,22,393,142
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),10,209,1888,116
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),137,1142,6420,150
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),131,818,4765,143
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),25,181,1993,151
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),0: All Day (12am-12am),299,2371,24109,721
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),1: Early AM (12am-6am),2,63,502,681
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),2: Peak AM (6am-10am),38,408,4939,692
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),92,953,8734,728
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),148,823,7423,729
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),5: Late PM (7pm-12am),19,125,2511,696
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),0: All Day (12am-12am),319,2212,24531,731
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),1: Early AM (12am-6am),2,79,510,660
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),48,478,5755,701
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),103,841,8372,736
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),152,725,7650,741
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),12,89,2244,689
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),215,2372,21953,685
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,22,455,695
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),12,209,2922,665
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),73,1142,9221,688
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),95,818,6550,686
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),30,181,2805,682
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),0: All Day (12am-12am),9,2371,489,617
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,953,294,627
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,823,165,550
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),0: All Day (12am-12am),4,2212,284,664
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4,841,173,686
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,725,77,510
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),13,2372,892,565
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),9,1142,541,560
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,818,327,590
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),0: All Day (12am-12am),2360,2371,2371,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),1: Early AM (12am-6am),60,63,63,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),2: Peak AM (6am-10am),412,408,408,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),962,953,953,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),821,823,823,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),5: Late PM (7pm-12am),126,125,125,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),0: All Day (12am-12am),2198,2212,2212,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),1: Early AM (12am-6am),73,79,79,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),485,478,478,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),842,841,841,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),727,725,725,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),89,89,89,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2384,2372,2372,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),22,22,22,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),207,209,209,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1165,1142,1142,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),816,818,818,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),178,181,181,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),0: All Day (12am-12am),16,2371,2456,723
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,63,27,N/A
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,408,428,612
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),8,953,992,853
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),8,823,749,643
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),0: All Day (12am-12am),16,2212,2398,646
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,478,494,612
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),8,841,959,765
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),8,725,740,579
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),8,2372,2434,963
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),4,1142,1111,1155
All Vehicles - StL All Vehicles Volume,,Trinity Rd.,yes,195,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,818,685,868
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),0: All Day (12am-12am),0,2456,613,720
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,428,110,720
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,2398,623,735
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,494,146,735
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),0: All Day (12am-12am),88,2456,6281,555
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),1: Early AM (12am-6am),3,27,135,556
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),2: Peak AM (6am-10am),12,428,1158,645
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),37,992,2257,579
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),28,749,2126,531
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),5: Late PM (7pm-12am),9,260,605,423
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),0: All Day (12am-12am),75,2398,6039,539
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),1: Early AM (12am-6am),0,28,124,742
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),12,494,1333,644
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),34,959,1991,545
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),22,740,2090,484
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),3,178,501,460
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),115,2434,6269,601
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),12,274,716,681
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),38,1111,2752,664
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),46,685,1944,596
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),19,340,705,412
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),0: All Day (12am-12am),583,2456,4241,45
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),1: Early AM (12am-6am),3,27,35,44
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),2: Peak AM (6am-10am),82,428,864,47
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),225,992,1422,44
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),219,749,1530,44
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),5: Late PM (7pm-12am),52,260,390,44
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),0: All Day (12am-12am),605,2398,4335,45
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),1: Early AM (12am-6am),4,28,27,43
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),86,494,1026,48
All Vehicles - StL All Vehicles Volume,,Warm Springs Rd.,yes,25,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),237,959,1354,46
